continent,date,new_cases_smoothed_per_million
Asia,7/4/2020,269.089
Asia,7/5/2020,262.557
Asia,7/6/2020,255.391
Asia,7/7/2020,236.769
Asia,7/8/2020,221.803
Asia,7/9/2020,205.375
Asia,7/10/2020,193.871
Asia,7/11/2020,192.311
Asia,7/12/2020,185.194
Asia,7/13/2020,178.954
Asia,7/14/2020,174.908
Asia,7/15/2020,167.206
Asia,7/16/2020,164.134
Asia,7/17/2020,159.308
Asia,7/18/2020,155.019
Asia,7/19/2020,148.681
Asia,7/20/2020,147.268
Asia,7/21/2020,141.223
Asia,7/22/2020,140.784
Asia,7/23/2020,134.886
Asia,7/24/2020,133.569
Asia,7/25/2020,132.985
Asia,7/26/2020,129.523
Asia,7/27/2020,124.795
Asia,7/28/2020,119.433
Asia,7/29/2020,111.243
Asia,7/30/2020,108.026
Asia,7/31/2020,100.275
Asia,8/1/2020,91.402
Asia,8/2/2020,87.844
Asia,8/3/2020,84.09
Asia,8/4/2020,80.824
Asia,8/5/2020,80.532
Asia,8/6/2020,79.557
Asia,8/7/2020,82.287
Asia,8/8/2020,84.773
Asia,8/9/2020,89.696
Asia,8/10/2020,94.571
Asia,8/11/2020,102.761
Asia,8/12/2020,103.979
Asia,8/13/2020,106.709
Asia,8/14/2020,104.759
Asia,8/15/2020,105.247
Asia,8/16/2020,103.979
Asia,8/17/2020,102.663
Asia,8/18/2020,98.227
Asia,8/19/2020,98.373
Asia,8/20/2020,94.717
Asia,8/21/2020,95.01
Asia,8/22/2020,95.351
Asia,8/23/2020,93.986
Asia,8/24/2020,92.524
Asia,8/25/2020,89.55
Asia,8/26/2020,87.064
Asia,8/27/2020,85.991
Asia,8/28/2020,83.603
Asia,8/29/2020,80.044
Asia,8/30/2020,76.388
Asia,8/31/2020,73.707
Asia,9/1/2020,72.927
Asia,9/2/2020,71.367
Asia,9/3/2020,69.807
Asia,9/4/2020,70.246
Asia,9/5/2020,71.026
Asia,9/6/2020,74.097
Asia,9/7/2020,76.534
Asia,9/8/2020,77.266
Asia,9/9/2020,79.947
Asia,9/10/2020,79.557
Asia,9/11/2020,80.434
Asia,9/12/2020,80.873
Asia,9/13/2020,80.19
Asia,9/14/2020,79.313
Asia,9/15/2020,79.703
Asia,9/16/2020,78.143
Asia,9/17/2020,79.995
Asia,9/18/2020,79.459
Asia,9/19/2020,79.118
Asia,9/20/2020,79.752
Asia,9/21/2020,79.41
Asia,9/22/2020,83.018
Asia,9/23/2020,84.139
Asia,9/24/2020,84.432
Asia,9/25/2020,84.48
Asia,9/26/2020,83.067
Asia,9/27/2020,83.262
Asia,9/28/2020,83.213
Asia,9/29/2020,78.777
Asia,9/30/2020,77.266
Asia,10/1/2020,74.779
Asia,10/2/2020,73.804
Asia,10/3/2020,72.586
Asia,10/4/2020,68.93
Asia,10/5/2020,67.321
Asia,10/6/2020,68.735
Asia,10/7/2020,69.271
Asia,10/8/2020,69.953
Asia,10/9/2020,70.002
Asia,10/10/2020,70.148
Asia,10/11/2020,72.488
Asia,10/12/2020,73.073
Asia,10/13/2020,71.27
Asia,10/14/2020,69.32
Asia,10/15/2020,68.686
Asia,10/16/2020,67.857
Asia,10/17/2020,70.636
Asia,10/18/2020,70.49
Asia,10/19/2020,72.147
Asia,10/20/2020,75.023
Asia,10/21/2020,78.338
Asia,10/22/2020,80.873
Asia,10/23/2020,83.798
Asia,10/24/2020,84.724
Asia,10/25/2020,84.773
Asia,10/26/2020,85.845
Asia,10/27/2020,85.065
Asia,10/28/2020,84.285
Asia,10/29/2020,82.287
Asia,10/30/2020,79.557
Asia,10/31/2020,77.558
Asia,11/1/2020,75.559
Asia,11/2/2020,72.391
Asia,11/3/2020,70.88
Asia,11/4/2020,69.758
Asia,11/5/2020,71.611
Asia,11/6/2020,71.562
Asia,11/7/2020,71.026
Asia,11/8/2020,72.293
Asia,11/9/2020,73.902
Asia,11/10/2020,74.097
Asia,11/11/2020,73.951
Asia,11/12/2020,73.756
Asia,11/13/2020,75.852
Asia,11/14/2020,75.901
Asia,11/15/2020,77.119
Asia,11/16/2020,77.753
Asia,11/17/2020,75.998
Asia,11/18/2020,75.754
Asia,11/19/2020,73.951
Asia,11/20/2020,74.146
Asia,11/21/2020,72.732
Asia,11/22/2020,70.392
Asia,11/23/2020,67.613
Asia,11/24/2020,69.222
Asia,11/25/2020,68.735
Asia,11/26/2020,69.076
Asia,11/27/2020,66.395
Asia,11/28/2020,68.978
Asia,11/29/2020,69.173
Asia,11/30/2020,69.125
Asia,12/1/2020,66.249
Asia,12/2/2020,68.491
Asia,12/3/2020,68.783
Asia,12/4/2020,67.906
Asia,12/5/2020,63.665
Asia,12/6/2020,61.422
Asia,12/7/2020,61.081
Asia,12/8/2020,58.595
Asia,12/9/2020,53.477
Asia,12/10/2020,50.649
Asia,12/11/2020,50.552
Asia,12/12/2020,50.893
Asia,12/13/2020,51.332
Asia,12/14/2020,50.454
Asia,12/15/2020,52.112
Asia,12/16/2020,51.868
Asia,12/17/2020,50.747
Asia,12/18/2020,50.503
Asia,12/19/2020,50.259
Asia,12/20/2020,50.698
Asia,12/21/2020,50.6
Asia,12/22/2020,50.503
Asia,12/23/2020,50.259
Asia,12/24/2020,51.088
Asia,12/25/2020,49.625
Asia,12/26/2020,50.942
Asia,12/27/2020,51.722
Asia,12/28/2020,51.819
Asia,12/29/2020,54.598
Asia,12/30/2020,57.181
Asia,12/31/2020,59.911
Asia,1/1/2021,63.762
Asia,1/2/2021,65.176
Asia,1/3/2021,67.028
Asia,1/4/2021,69.32
Asia,1/5/2021,69.417
Asia,1/6/2021,70.197
Asia,1/7/2021,70.051
Asia,1/8/2021,69.417
Asia,1/9/2021,69.807
Asia,1/10/2021,69.612
Asia,1/11/2021,69.417
Asia,1/12/2021,69.563
Asia,1/13/2021,69.173
Asia,1/14/2021,69.125
Asia,1/15/2021,69.173
Asia,1/16/2021,69.076
Asia,1/17/2021,68.832
Asia,1/18/2021,70.002
Asia,1/19/2021,70.685
Asia,1/20/2021,74.097
Asia,1/21/2021,76.486
Asia,1/22/2021,79.752
Asia,1/23/2021,82.043
Asia,1/24/2021,84.919
Asia,1/25/2021,87.356
Asia,1/26/2021,90.964
Asia,1/27/2021,94.23
Asia,1/28/2021,98.568
Asia,1/29/2021,102.371
Asia,1/30/2021,107.831
Asia,1/31/2021,112.9
Asia,2/1/2021,118.165
Asia,2/2/2021,121.87
Asia,2/3/2021,124.697
Asia,2/4/2021,127.622
Asia,2/5/2021,130.401
Asia,2/6/2021,131.912
Asia,2/7/2021,134.691
Asia,2/8/2021,136.738
Asia,2/9/2021,141.71
Asia,2/10/2021,144.392
Asia,2/11/2021,146.39
Asia,2/12/2021,148.925
Asia,2/13/2021,151.801
Asia,2/14/2021,153.361
Asia,2/15/2021,175.834
Asia,2/16/2021,152.874
Asia,2/17/2021,152.971
Asia,2/18/2021,153.654
Asia,2/19/2021,154.385
Asia,2/20/2021,154.19
Asia,2/21/2021,155.116
Asia,2/22/2021,134.398
Asia,2/23/2021,156.286
Asia,2/24/2021,156.579
Asia,2/25/2021,156.725
Asia,2/26/2021,156.92
Asia,2/27/2021,157.456
Asia,2/28/2021,157.846
Asia,3/1/2021,158.333
Asia,3/2/2021,158.723
Asia,3/3/2021,159.308
Asia,3/4/2021,159.796
Asia,3/5/2021,159.796
Asia,3/6/2021,159.796
Asia,3/7/2021,160.137
Asia,3/8/2021,159.893
Asia,3/9/2021,160.283
Asia,3/10/2021,160.381
Asia,3/11/2021,160.04
Asia,3/12/2021,159.357
Asia,3/13/2021,160.478
Asia,3/14/2021,161.015
Asia,3/15/2021,161.648
Asia,3/16/2021,162.038
Asia,3/17/2021,162.818
Asia,3/18/2021,164.329
Asia,3/19/2021,166.377
Asia,3/20/2021,167.644
Asia,3/21/2021,168.522
Asia,3/22/2021,170.374
Asia,3/23/2021,173.055
Asia,3/24/2021,177.004
Asia,3/25/2021,181.294
Asia,3/26/2021,186.412
Asia,3/27/2021,191.531
Asia,3/28/2021,198.161
Asia,3/29/2021,206.496
Asia,3/30/2021,215.564
Asia,3/31/2021,225.801
Asia,4/1/2021,238.134
Asia,4/2/2021,251.393
Asia,4/3/2021,263.873
Asia,4/4/2021,275.426
Asia,4/5/2021,286.151
Asia,4/6/2021,296.242
Asia,4/7/2021,304.041
Asia,4/8/2021,309.355
Asia,4/9/2021,313.06
Asia,4/10/2021,317.642
Asia,4/11/2021,321.785
Asia,4/12/2021,324.857
Asia,4/13/2021,327.489
Asia,4/14/2021,329.634
Asia,4/15/2021,331.584
Asia,4/16/2021,332.949
Asia,4/17/2021,326.27
Asia,4/18/2021,319.543
Asia,4/19/2021,315.789
Asia,4/20/2021,311.11
Asia,4/21/2021,303.066
Asia,4/22/2021,293.853
Asia,4/23/2021,285.078
Asia,4/24/2021,279.765
Asia,4/25/2021,274.012
Asia,4/26/2021,264.604
Asia,4/27/2021,255.342
Asia,4/28/2021,249.053
Asia,4/29/2021,243.545
Asia,4/30/2021,237.598
Asia,5/1/2021,234.283
Asia,5/2/2021,231.407
Asia,5/3/2021,228.531
Asia,5/4/2021,225.849
Asia,5/5/2021,223.656
Asia,5/6/2021,219.073
Asia,5/7/2021,215.369
Asia,5/8/2021,209.665
Asia,5/9/2021,197.137
Asia,5/10/2021,185.096
Asia,5/11/2021,170.618
Asia,5/12/2021,158.285
Asia,5/13/2021,143.953
Asia,5/14/2021,126.599
Asia,5/15/2021,113.29
Asia,5/16/2021,106.807
Asia,5/17/2021,102.176
Asia,5/18/2021,103.492
Asia,5/19/2021,98.763
Asia,5/20/2021,99.446
Asia,5/21/2021,105.442
Asia,5/22/2021,108.854
Asia,5/23/2021,110.17
Asia,5/24/2021,110.024
Asia,5/25/2021,109
Asia,5/26/2021,109.537
Asia,5/27/2021,108.221
Asia,5/28/2021,100.177
Asia,5/29/2021,91.695
Asia,5/30/2021,87.113
Asia,5/31/2021,83.652
Asia,6/1/2021,77.851
Asia,6/2/2021,72.391
Asia,6/3/2021,68.101
Asia,6/4/2021,67.175
Asia,6/5/2021,68.93
Asia,6/6/2021,68.101
Asia,6/7/2021,65.322
Asia,6/8/2021,62.982
Asia,6/9/2021,61.227
Asia,6/10/2021,58.546
Asia,6/11/2021,58.644
Asia,6/12/2021,56.45
Asia,6/13/2021,53.769
Asia,6/14/2021,53.087
Asia,6/15/2021,51.332
Asia,6/16/2021,51.673
Asia,6/17/2021,50.893
Asia,6/18/2021,50.844
Asia,6/19/2021,52.648
Asia,6/20/2021,52.16
Asia,6/21/2021,50.844
Asia,6/22/2021,52.94
Asia,6/23/2021,52.404
Asia,6/24/2021,51.332
Asia,6/25/2021,46.603
Asia,6/26/2021,43.727
Asia,6/27/2021,43.483
Asia,6/28/2021,42.898
Asia,6/29/2021,40.656
Asia,6/30/2021,38.901
Asia,7/1/2021,40.9
Asia,7/2/2021,43.142
Asia,7/3/2021,42.07
Asia,7/4/2021,42.996
Asia,7/5/2021,41.777
Asia,7/6/2021,39.34
Asia,7/7/2021,41.29
Asia,7/8/2021,39.681
Asia,7/9/2021,40.217
Asia,7/10/2021,39.925
Asia,7/11/2021,38.218
Asia,7/12/2021,40.802
Asia,7/13/2021,43.191
Asia,7/14/2021,42.021
Asia,7/15/2021,42.898
Asia,7/16/2021,42.362
Asia,7/17/2021,43.288
Asia,7/18/2021,44.848
Asia,7/19/2021,43.776
Asia,7/20/2021,42.118
Asia,7/21/2021,41.826
Asia,7/22/2021,44.994
Asia,7/23/2021,44.068
Asia,7/24/2021,44.458
Asia,7/25/2021,44.848
Asia,7/26/2021,47.481
Asia,7/27/2021,49.333
Asia,7/28/2021,54.062
Asia,7/29/2021,52.209
Asia,7/30/2021,55.036
Asia,7/31/2021,56.889
Asia,8/1/2021,58.108
Asia,8/2/2021,56.743
Asia,8/3/2021,57.913
Asia,8/4/2021,54.939
Asia,8/5/2021,56.06
Asia,8/6/2021,58.303
Asia,8/7/2021,60.106
Asia,8/8/2021,63.324
Asia,8/9/2021,66.249
Asia,8/10/2021,68.686
Asia,8/11/2021,71.757
Asia,8/12/2021,72.537
Asia,8/13/2021,73.804
Asia,8/14/2021,73.561
Asia,8/15/2021,72.098
Asia,8/16/2021,74.536
Asia,8/17/2021,76.924
Asia,8/18/2021,76.486
Asia,8/19/2021,81.799
Asia,8/20/2021,80.678
Asia,8/21/2021,80.483
Asia,8/22/2021,81.36
Asia,8/23/2021,82.774
Asia,8/24/2021,80.239
Asia,8/25/2021,80.142
Asia,8/26/2021,76.583
Asia,8/27/2021,76.144
Asia,8/28/2021,75.803
Asia,8/29/2021,74.536
Asia,8/30/2021,70.441
Asia,8/31/2021,68.296
Asia,9/1/2021,65.859
Asia,9/2/2021,63.129
Asia,9/3/2021,62.202
Asia,9/4/2021,60.935
Asia,9/5/2021,58.546
Asia,9/6/2021,57.766
Asia,9/7/2021,57.718
Asia,9/8/2021,57.669
Asia,9/9/2021,56.011
Asia,9/10/2021,52.745
Asia,9/11/2021,52.258
Asia,9/12/2021,52.404
Asia,9/13/2021,49.577
Asia,9/14/2021,47.139
Asia,9/15/2021,46.847
Asia,9/16/2021,46.359
Asia,9/17/2021,45.921
Asia,9/18/2021,42.752
Asia,9/19/2021,41.192
Asia,9/20/2021,41.582
Asia,9/21/2021,42.606
Asia,9/22/2021,41.582
Asia,9/23/2021,40.412
Asia,9/24/2021,39.925
Asia,9/25/2021,41.192
Asia,9/26/2021,39.535
Asia,9/27/2021,37.146
Asia,9/28/2021,34.757
Asia,9/29/2021,31.735
Asia,9/30/2021,30.565
Asia,10/1/2021,29.834
Asia,10/2/2021,29.395
Asia,10/3/2021,29.98
Europe,2/26/2020,
Europe,2/27/2020,
Europe,2/28/2020,
Europe,2/29/2020,
Europe,3/1/2020,
Europe,3/2/2020,0.022
Europe,3/3/2020,0.022
Europe,3/4/2020,0.022
Europe,3/5/2020,0.037
Europe,3/6/2020,0.045
Europe,3/7/2020,0.045
Europe,3/8/2020,0.09
Europe,3/9/2020,0.09
Europe,3/10/2020,0.164
Europe,3/11/2020,0.306
Europe,3/12/2020,0.321
Europe,3/13/2020,0.597
Europe,3/14/2020,0.851
Europe,3/15/2020,0.866
Europe,3/16/2020,1.068
Europe,3/17/2020,1.188
Europe,3/18/2020,1.606
Europe,3/19/2020,1.703
Europe,3/20/2020,1.636
Europe,3/21/2020,1.822
Europe,3/22/2020,2.256
Europe,3/23/2020,3.122
Europe,3/24/2020,4.556
Europe,3/25/2020,4.825
Europe,3/26/2020,5.616
Europe,3/27/2020,7.349
Europe,3/28/2020,8.103
Europe,3/29/2020,10.322
Europe,3/30/2020,11.449
Europe,3/31/2020,10.837
Europe,4/1/2020,11.606
Europe,4/2/2020,12.764
Europe,4/3/2020,14.123
Europe,4/4/2020,16.14
Europe,4/5/2020,15.303
Europe,4/6/2020,14.549
Europe,4/7/2020,16.222
Europe,4/8/2020,17.185
Europe,4/9/2020,18.403
Europe,4/10/2020,17.058
Europe,4/11/2020,17.753
Europe,4/12/2020,18.193
Europe,4/13/2020,19.239
Europe,4/14/2020,18.388
Europe,4/15/2020,18.335
Europe,4/16/2020,18.709
Europe,4/17/2020,19.418
Europe,4/18/2020,18.134
Europe,4/19/2020,18.268
Europe,4/20/2020,17.2
Europe,4/21/2020,17.648
Europe,4/22/2020,18.627
Europe,4/23/2020,17.842
Europe,4/24/2020,17.551
Europe,4/25/2020,16.558
Europe,4/26/2020,17.103
Europe,4/27/2020,17.947
Europe,4/28/2020,17.73
Europe,4/29/2020,16.939
Europe,4/30/2020,16.013
Europe,5/1/2020,16.057
Europe,5/2/2020,15.662
Europe,5/3/2020,15.886
Europe,5/4/2020,16.229
Europe,5/5/2020,16.588
Europe,5/6/2020,15.901
Europe,5/7/2020,16.872
Europe,5/8/2020,16.759
Europe,5/9/2020,17.917
Europe,5/10/2020,16.423
Europe,5/11/2020,15.505
Europe,5/12/2020,14.496
Europe,5/13/2020,14.153
Europe,5/14/2020,13.055
Europe,5/15/2020,12.144
Europe,5/16/2020,11.748
Europe,5/17/2020,11.27
Europe,5/18/2020,10.814
Europe,5/19/2020,10.553
Europe,5/20/2020,10.344
Europe,5/21/2020,9.993
Europe,5/22/2020,9.522
Europe,5/23/2020,8.611
Europe,5/24/2020,8.955
Europe,5/25/2020,9.313
Europe,5/26/2020,9.246
Europe,5/27/2020,9.015
Europe,5/28/2020,9.007
Europe,5/29/2020,9.485
Europe,5/30/2020,9.53
Europe,5/31/2020,8.865
Europe,6/1/2020,8.327
Europe,6/2/2020,8.126
Europe,6/3/2020,8.029
Europe,6/4/2020,8.335
Europe,6/5/2020,8.372
Europe,6/6/2020,8.641
Europe,6/7/2020,9.127
Europe,6/8/2020,9.007
Europe,6/9/2020,9.201
Europe,6/10/2020,9.53
Europe,6/11/2020,9.522
Europe,6/12/2020,9.717
Europe,6/13/2020,10.374
Europe,6/14/2020,11.352
Europe,6/15/2020,11.658
Europe,6/16/2020,12.443
Europe,6/17/2020,13.555
Europe,6/18/2020,14.175
Europe,6/19/2020,14.907
Europe,6/20/2020,15.318
Europe,6/21/2020,15.281
Europe,6/22/2020,15.878
Europe,6/23/2020,15.609
Europe,6/24/2020,15.43
Europe,6/25/2020,16.476
Europe,6/26/2020,17.155
Europe,6/27/2020,17.118
Europe,6/28/2020,16.939
Europe,6/29/2020,17.11
Europe,6/30/2020,18.41
Europe,7/1/2020,18.447
Europe,7/2/2020,18.373
Europe,7/3/2020,18.44
Europe,7/4/2020,19.12
Europe,7/5/2020,19.866
Europe,7/6/2020,19.724
Europe,7/7/2020,19.792
Europe,7/8/2020,21.502
Europe,7/9/2020,22.727
Europe,7/10/2020,24.011
Europe,7/11/2020,26.118
Europe,7/12/2020,26.603
Europe,7/13/2020,27.82
Europe,7/14/2020,29.613
Europe,7/15/2020,30.255
Europe,7/16/2020,31.473
Europe,7/17/2020,33.019
Europe,7/18/2020,34.445
Europe,7/19/2020,36.768
Europe,7/20/2020,38.769
Europe,7/21/2020,41.436
Europe,7/22/2020,44.341
Europe,7/23/2020,46.843
Europe,7/24/2020,49.233
Europe,7/25/2020,52.183
Europe,7/26/2020,54.819
Europe,7/27/2020,57.979
Europe,7/28/2020,59.151
Europe,7/29/2020,60.286
Europe,7/30/2020,62.109
Europe,7/31/2020,63.423
Europe,8/1/2020,62.982
Europe,8/2/2020,62.646
Europe,8/3/2020,60.548
Europe,8/4/2020,61.153
Europe,8/5/2020,62.101
Europe,8/6/2020,62.019
Europe,8/7/2020,62.639
Europe,8/8/2020,63.572
Europe,8/9/2020,64.095
Europe,8/10/2020,63.767
Europe,8/11/2020,63.64
Europe,8/12/2020,64.431
Europe,8/13/2020,65.245
Europe,8/14/2020,65.522
Europe,8/15/2020,65.357
Europe,8/16/2020,64.924
Europe,8/17/2020,64.581
Europe,8/18/2020,63.08
Europe,8/19/2020,63.035
Europe,8/20/2020,62.228
Europe,8/21/2020,62.056
Europe,8/22/2020,61.018
Europe,8/23/2020,60.077
Europe,8/24/2020,60.764
Europe,8/25/2020,61.108
Europe,8/26/2020,59.965
Europe,8/27/2020,61.145
Europe,8/28/2020,60.593
Europe,8/29/2020,61.907
Europe,8/30/2020,61.84
Europe,8/31/2020,61.317
Europe,9/1/2020,61.265
Europe,9/2/2020,61.578
Europe,9/3/2020,60.54
Europe,9/4/2020,60.697
Europe,9/5/2020,59.98
Europe,9/6/2020,61.459
Europe,9/7/2020,62.415
Europe,9/8/2020,63.035
Europe,9/9/2020,62.833
Europe,9/10/2020,62.945
Europe,9/11/2020,63.333
Europe,9/12/2020,63.647
Europe,9/13/2020,63.341
Europe,9/14/2020,61.914
Europe,9/15/2020,61.728
Europe,9/16/2020,65.029
Europe,9/17/2020,67.262
Europe,9/18/2020,68.278
Europe,9/19/2020,68.442
Europe,9/20/2020,69.353
Europe,9/21/2020,70.22
Europe,9/22/2020,69.831
Europe,9/23/2020,70.234
Europe,9/24/2020,69.936
Europe,9/25/2020,70.698
Europe,9/26/2020,72.333
Europe,9/27/2020,73.879
Europe,9/28/2020,77.337
Europe,9/29/2020,80.407
Europe,9/30/2020,83.327
Europe,10/1/2020,86.665
Europe,10/2/2020,91.998
Europe,10/3/2020,95.822
Europe,10/4/2020,98.787
Europe,10/5/2020,101.177
Europe,10/6/2020,106.039
Europe,10/7/2020,112.014
Europe,10/8/2020,119.811
Europe,10/9/2020,126.107
Europe,10/10/2020,136.959
Europe,10/11/2020,144.763
Europe,10/12/2020,148.333
Europe,10/13/2020,155.712
Europe,10/14/2020,163.614
Europe,10/15/2020,170.209
Europe,10/16/2020,176.482
Europe,10/17/2020,179.731
Europe,10/18/2020,187.499
Europe,10/19/2020,190.464
Europe,10/20/2020,192.637
Europe,10/21/2020,198.851
Europe,10/22/2020,205.49
Europe,10/23/2020,212.974
Europe,10/24/2020,219.016
Europe,10/25/2020,218.53
Europe,10/26/2020,221.354
Europe,10/27/2020,231.242
Europe,10/28/2020,234.939
Europe,10/29/2020,246.732
Europe,10/30/2020,258.069
Europe,10/31/2020,265.478
Europe,11/1/2020,276.449
Europe,11/2/2020,285.389
Europe,11/3/2020,307.862
Europe,11/4/2020,332.568
Europe,11/5/2020,356.714
Europe,11/6/2020,384.452
Europe,11/7/2020,415.701
Europe,11/8/2020,426.366
Europe,11/9/2020,420.384
Europe,11/10/2020,417.179
Europe,11/11/2020,425.753
Europe,11/12/2020,428.95
Europe,11/13/2020,423.192
Europe,11/14/2020,419.629
Europe,11/15/2020,422.198
Europe,11/16/2020,434.828
Europe,11/17/2020,441.983
Europe,11/18/2020,445.493
Europe,11/19/2020,445.239
Europe,11/20/2020,443.618
Europe,11/21/2020,445.299
Europe,11/22/2020,435.896
Europe,11/23/2020,430.488
Europe,11/24/2020,426.687
Europe,11/25/2020,422.729
Europe,11/26/2020,414.491
Europe,11/27/2020,408.718
Europe,11/28/2020,397.134
Europe,11/29/2020,395.02
Europe,11/30/2020,392.175
Europe,12/1/2020,366.177
Europe,12/2/2020,330.156
Europe,12/3/2020,320.118
Europe,12/4/2020,316.854
Europe,12/5/2020,316.391
Europe,12/6/2020,313.979
Europe,12/7/2020,312.739
Europe,12/8/2020,336.392
Europe,12/9/2020,354.682
Europe,12/10/2020,350.246
Europe,12/11/2020,338.282
Europe,12/12/2020,325.294
Europe,12/13/2020,319.349
Europe,12/14/2020,316.301
Europe,12/15/2020,306.831
Europe,12/16/2020,296.57
Europe,12/17/2020,286.338
Europe,12/18/2020,277.973
Europe,12/19/2020,269.197
Europe,12/20/2020,261.094
Europe,12/21/2020,255.395
Europe,12/22/2020,246.717
Europe,12/23/2020,242.744
Europe,12/24/2020,232.385
Europe,12/25/2020,220.973
Europe,12/26/2020,192.809
Europe,12/27/2020,183.092
Europe,12/28/2020,184.07
Europe,12/29/2020,181.292
Europe,12/30/2020,176.93
Europe,12/31/2020,177.02
Europe,1/1/2021,177.961
Europe,1/2/2021,176.52
Europe,1/3/2021,183.876
Europe,1/4/2021,187.685
Europe,1/5/2021,188.372
Europe,1/6/2021,194.676
Europe,1/7/2021,199.374
Europe,1/8/2021,206.118
Europe,1/9/2021,230.084
Europe,1/10/2021,230.443
Europe,1/11/2021,221.906
Europe,1/12/2021,214.199
Europe,1/13/2021,204.527
Europe,1/14/2021,193.877
Europe,1/15/2021,182.763
Europe,1/16/2021,173.913
Europe,1/17/2021,166.997
Europe,1/18/2021,163.427
Europe,1/19/2021,156.317
Europe,1/20/2021,145.682
Europe,1/21/2021,140.85
Europe,1/22/2021,135.965
Europe,1/23/2021,132.239
Europe,1/24/2021,129.699
Europe,1/25/2021,130.013
Europe,1/26/2021,130.999
Europe,1/27/2021,132.298
Europe,1/28/2021,132.47
Europe,1/29/2021,132.754
Europe,1/30/2021,132.373
Europe,1/31/2021,132.44
Europe,2/1/2021,130.663
Europe,2/2/2021,129.161
Europe,2/3/2021,126.01
Europe,2/4/2021,124.27
Europe,2/5/2021,123.097
Europe,2/6/2021,122.671
Europe,2/7/2021,123.792
Europe,2/8/2021,123.836
Europe,2/9/2021,124.74
Europe,2/10/2021,126.951
Europe,2/11/2021,126.772
Europe,2/12/2021,126.547
Europe,2/13/2021,125.084
Europe,2/14/2021,124.314
Europe,2/15/2021,124.404
Europe,2/16/2021,123.5
Europe,2/17/2021,121.76
Europe,2/18/2021,124.852
Europe,2/19/2021,126.062
Europe,2/20/2021,128.347
Europe,2/21/2021,132.433
Europe,2/22/2021,134.696
Europe,2/23/2021,139.969
Europe,2/24/2021,143.867
Europe,2/25/2021,150.327
Europe,2/26/2021,158.162
Europe,2/27/2021,163.472
Europe,2/28/2021,166.542
Europe,3/1/2021,169.992
Europe,3/2/2021,174.234
Europe,3/3/2021,181.262
Europe,3/4/2021,183.861
Europe,3/5/2021,188.201
Europe,3/6/2021,192.921
Europe,3/7/2021,196.341
Europe,3/8/2021,197.716
Europe,3/9/2021,205.475
Europe,3/10/2021,207.611
Europe,3/11/2021,214.819
Europe,3/12/2021,219.808
Europe,3/13/2021,226.529
Europe,3/14/2021,234.707
Europe,3/15/2021,239.876
Europe,3/16/2021,248.308
Europe,3/17/2021,260.422
Europe,3/18/2021,267.427
Europe,3/19/2021,271.781
Europe,3/20/2021,280.236
Europe,3/21/2021,279.369
Europe,3/22/2021,285.128
Europe,3/23/2021,285.359
Europe,3/24/2021,284.986
Europe,3/25/2021,288.548
Europe,3/26/2021,295.442
Europe,3/27/2021,293.746
Europe,3/28/2021,295.031
Europe,3/29/2021,295.643
Europe,3/30/2021,296.054
Europe,3/31/2021,296.204
Europe,4/1/2021,292.2
Europe,4/2/2021,286.913
Europe,4/3/2021,284.142
Europe,4/4/2021,281.991
Europe,4/5/2021,280.393
Europe,4/6/2021,273.126
Europe,4/7/2021,267.532
Europe,4/8/2021,259.122
Europe,4/9/2021,252.654
Europe,4/10/2021,243.782
Europe,4/11/2021,237.441
Europe,4/12/2021,227.821
Europe,4/13/2021,217.754
Europe,4/14/2021,207.813
Europe,4/15/2021,199.321
Europe,4/16/2021,186.789
Europe,4/17/2021,180.545
Europe,4/18/2021,172.8
Europe,4/19/2021,168.655
Europe,4/20/2021,161.545
Europe,4/21/2021,153.554
Europe,4/22/2021,147.108
Europe,4/23/2021,141.574
Europe,4/24/2021,132.067
Europe,4/25/2021,126.667
Europe,4/26/2021,122.843
Europe,4/27/2021,116.032
Europe,4/28/2021,110.311
Europe,4/29/2021,101.804
Europe,4/30/2021,95.179
Europe,5/1/2021,88.503
Europe,5/2/2021,85.075
Europe,5/3/2021,80.788
Europe,5/4/2021,73.132
Europe,5/5/2021,68.084
Europe,5/6/2021,66.455
Europe,5/7/2021,64.857
Europe,5/8/2021,64.842
Europe,5/9/2021,63.154
Europe,5/10/2021,62.691
Europe,5/11/2021,63.901
Europe,5/12/2021,59.166
Europe,5/13/2021,54.095
Europe,5/14/2021,49.711
Europe,5/15/2021,45.409
Europe,5/16/2021,43.228
Europe,5/17/2021,41.525
Europe,5/18/2021,37.978
Europe,5/19/2021,36.312
Europe,5/20/2021,33.81
Europe,5/21/2021,31.189
Europe,5/22/2021,29.142
Europe,5/23/2021,27.215
Europe,5/24/2021,26.006
Europe,5/25/2021,23.765
Europe,5/26/2021,21.315
Europe,5/27/2021,18.993
Europe,5/28/2021,17.775
Europe,5/29/2021,16.356
Europe,5/30/2021,15.243
Europe,5/31/2021,14.668
Europe,6/1/2021,13.623
Europe,6/2/2021,12.017
Europe,6/3/2021,11.188
Europe,6/4/2021,10.471
Europe,6/5/2021,9.829
Europe,6/6/2021,9.552
Europe,6/7/2021,9.074
Europe,6/8/2021,8.783
Europe,6/9/2021,8.604
Europe,6/10/2021,8.133
Europe,6/11/2021,7.222
Europe,6/12/2021,6.834
Europe,6/13/2021,6.445
Europe,6/14/2021,6.154
Europe,6/15/2021,5.415
